Ýl Adý;Coðrafi Özellikler;Tarih ve Kültür;Doðal Güzellikler;Turistik Noktalar;Gastronomi;Alýþveriþ;Etkinlikler ve Festivaller
Bayburt;"Konumu: Karadeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Zülfe Daðý, Soðanlý Daðý, Aydýntepe ovasý. | Ýklimi: Karadeniz iklimi özellikleri gösterir, kýþlarý ýlýman ve yaðýþlý, yazlarý serin geçer.
";Önemli Tarihi Yapýlar: Korgan Köprüsü, Bayburt Kalesi, Bayburt Ulu Camii, Bayburt Saat Kulesi. | Müzeler: Baksý Müzesi, Kenan Yavuz Etnografya Müzesi, Bayburt Dede Korkut Müzesi. | Kültürel Miraslar: Aydýntepe Yeraltý Þehri, Þehit Osman Türbesi, Dede Korkut Kümbeti, Ahi Emir Ahmedi Zencan Türbesi, Kop Þehitliði, Sünür Kutlu Bey Türbesi.;Milli Parklar:Yakupabdal Tabiat Parký, Genç Osman Parký. | Gölleri: Gökçedere Göleti,Daniþment Göleti. | Nehirler: Çoruh Nehri | Þelaleler: Sýrakayalar Þelaleleri | Maðaralar: Çýmaðýl Maðarasý, Helva Köyü Buz Maðarasý | Daðlar: Zülfe daðý, Soðanlý daðý.;Bayburt Kalesi: Tarihi ve mimari öneme sahip olan bir kale. | Baksý Müzesi:Baksý Müzesi, Bayburt'un Bayraktar köyünde yer alan ve hem çaðdaþ sanat hem de geleneksel el sanatlarýný bir arada sunan bir müze. | Çýmaðýl Maðarasý:Çýmaðýl Maðarasý, Bayburt'un Aþaðý Çýmaðýl Mahallesinde yer alan doðal bir harikasý. Bu maðara, Jura Alt-Kretase döneminde yaþlý kireç taþlarýnýn içinde oluþmuþ.;Ekþi Lahana, Ziron, Galacoþ, Lor Dolmasý, Tel Helvasý, Tatlý Çorbasý, Ayranlý Çorba, Kara Pancar, Herse;Alýþveriþe uygun çarþý ya da AVM bulunmamaktadýr;Bayburt Dede Korkut Kültür Ve Sanat Þölenleri: Þölenler kapsamýnda genellikle halk oyunlarý gösterileri, konserler, tiyatro oyunlarý, sergiler, yarýþmalar ve geleneksel el sanatlarý etkinlikleri düzenlenir. Ayrýca yöresel lezzetlerin tadýldýðý ve satýldýðý bir alan da bulunabilir.
Karaman;Konumu: Ýç Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Çakýrdað, Toros Daðlarý, Karaman Çayý. | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, genellikle kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar:Karaman Kalesi, Ermenek Kalesi, Mennan Kalesi, Divle Kalesi, Görmel Köprüsü, Karaman Köprüsü, Selavat Köprüsü, Ak Köprü. | Müzeler: Karaman Müzesi. | Kültürel Miraslar: Taþkale Tahýl Ambarlarý, Ýkiz Ýn Hitit Kabartmasý, Karadað Sidemara Lahdi.;"Milli Parklar: Kuðulu Park | Maðaralar: Ýncesu Maðarasý, Manazan Maðaralarý, Meraspolis Maðarasý, Yeni Dünya Maðarasý | Vadiler: Ermenek Vadisi | Þelaleler: Yerköprü Þelalesi | Gölleri: Karataþ Gölü. | Daðlar: Karadað, Çakýrdað.
";Karaman Kalesi: Tarihi ve kültürel öneme sahip bir kale. | Ýncesu Maðaralarý: Doðal güzellikleri ve tarihi zenginliðiyle ünlü maðaralar. | Zeyve Pazarý:  Karaman:Sayýsý 300’e varan tarihi ulu çýnarlarý, soðuk sularý, otantikliði, su deðirmenleri, su hizarý, bungalov evleri, günübirlik konaklama mekanlarý ile ziyaretçilerini karþýlayan pazar bölgesi doðal güzellikleri ile dikkat çekmektedir.;Fýrýn Kebap, Býldýrcýn Dolmasý, Calla, Domates Dolmasý, Çoban Kavurma, Zeyve Kebabý, Zerde;Alýþveriþ Merkezleri:PARK KARAMAN AVM;Uluslararasý Karaman Türk Dünyasý Þöleni: Þölen genellikle her yýl düzenlenir ve Türk kültürünü, birliðini ve dayanýþmasýný kutlamak amacýyla düzenlenir.
Kýrýkkale;Konumu: Ýç Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Dinek Daðý, Barek Daðý, Azgýn Yaylalarý. | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, genellikle kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Tarihi Çeþnigir Köprüsü, Taþ Mektep,Ballý Baba Türbesi ve Camisi, Hasandede Camisi ve Türbesi. | Müzeler: Kýrýkale Silah Müzesi. | Kültürel Miraslar: Hasandede Peribacalarý, Ceritkale Kaya Mezarlarý.;Milli Parklar: Karaahmetli Tabiat Parký, Dinek Daðý Atlý Safari ve Doða Parký| Gölleri: Ahili Göleti | Vadiler: Yeþil Vadi, Lavanta Vadisi | Maðaralar: Sulu Maðara | Daðlar: Dinek Daðý, Barek Daðý.;Dinek Daðý Atlý Safari ve Doða Parký:Göl manzaralý evler, göl kýyýsýnda yürüme imkaný, at binme ve okçuluk gibi aktiviteler ile güne heyecan katma þansý. | Keskin Kaya Mezarlarý: Tarihi mezarlar ve kaya oymalarý.;Katma Aþý, Keskin Tava, Besmeç, Kadife Balýðý, Delice Üzümü, Sýzgýt, Yoðurtlu Tarhana Çorbasý, Gölleme.;Alýþveriþ Merkezleri: Podium AVM;
Batman;Konumu: Güneydoðu Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Meleto,Raman Daðý, Dicle Nehri . | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, genellikle kýþlarý soðuk ve yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Bozýkan Kalesi, El Rýzk Camii, Pertükan Kalesi, Rabat Kalesi, Hasankeyf Kalesi, On Kemerli Köprü. | Müzeler: Batman Müzesi. | Kültürel Miraslar: Ýmam Abdullah Zaviyesi, Mor Kiryakus Manastýrý, Mor Aho Manastýrý, Zeynel Bey Kümbeti, Hasankeyf Ören Yeri, Hallan Çemi Höyüðü.;Milli Parklar: Malabadi Tabiat Parký,Yaþar Kemal Kent Ormaný, Kýrkat Göleti Mesire Alaný. | Gölleri: Dicle Baraj Gölü, Kýrkat Göleti. | Daðlar: Mereto Daðý, Raman Daðý, Kýradað, Helkýs Daðý | Yaylalar: Sason Yaylasý;Hasankeyf Antik Kenti: Tarihi ve kültürel öneme sahip bir antik kent. | Batman Çayý: Nehir kenarýnda piknik yapma ve doða yürüyüþleri için popüler bir yer. | Zeynel Bey Türbesi: Hasankeyf'te bulunan tarihi bir türbe. | Mor Kiryakus Manastýrý:Süryani Hýristiyanlarý tarafýndan kutsal kabul edilen Turabidin bölgesinin en uç noktasýndaki Mor Kiryakus Manastýrý, bu bölgede yer alan 80’e yakýn kilise ve manastýr içinde önemli bir yer tutmaktadýr.;Kaburga Dolmasý, Þam Böreði, Mumbar Dolmasý, Perde Pilavý, Tandýr Ekmeði, Batman Usulü Kütülk, Kýþlýk Dolma, Týrþýk, Yoðurtlu Leben, Yayla Çorbasý, Ayran Çorbasý, Havdel, Bayram Tatlýsý.;Alýþveriþ Merkezleri: Batmanpark AVM ;Hasankeyf Su Doða Sporlarý Ve Turizm Festivali: Bölgenin doðal güzelliklerini ve su sporlarýný tanýtmayý, yerel ekonomiye katký saðlamayý, turizmi canlandýrmayý ve bölge halký ile ziyaretçiler arasýnda kültürel alýþveriþi teþvik etmeyi amaçlar. Ayrýca festival, Hasankeyf'in UNESCO Dünya Mirasý Listesi'ne alýnmasý ve doðal yaþamýnýn korunmasý gibi konularda da farkýndalýk oluþturmayý hedefler.
Þýrnak;Konumu: Güneydoðu Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Cudi Daðý, Gabar Daðý,Beytüþþebap Ovasý. | Ýklimi:Karasal Ýklim Görülmektedir.Kýþlarý soðuk ve çok yaðýþlý,yazlarý kurak ve sýcak geçmektedir.;Önemli Tarihi Yapýlar: Cizre Ulu Camii, Bazebde Ören Yeri, Nuh Peygamber Türbesi, Kýrmýzý Medrese, Mehmet Aða Kasrý. | Müzeler: Ýsmail Ebul-Ýz El Cezeri Müzesi. | Kültürel Miraslar: Yafes Köprüsü, Meryem Ana Kilisesi, Çaðlayan Kalesi (Þah Kalesi), Kasrik Ören Yeri, Finik Ören Yeri, Jirki Kilimi.;Milli Parklar: Þýrnak Belediyesi Kent Parký. | Gölleri:Cizre Gölü, Beytüþþebap Gölü. | Daðlar: Cudi Daðý, Gabar Daðý,Namaz Daðý,Altýn Daðý. | Akarsular: Kýzýlsu, Hezil, Dicle Nehri.;Cizre Ulu Camii: Þýrnak iline baðlý Cizre ilçesinde bulunan tarihi ve dini bir yapýdýr. Ortaçað'dan kalma olan bu cami, bölgenin önemli tarihî ve kültürel miraslarýndan biridir ve ziyaretçiler için dini ve tarihi açýdan önemli bir turistik noktadýr. | Nuh Peygamber Türbesi: Türkiye'nin Þanlýurfa iline baðlý Harran ilçesinde bulunan ve Ýslam, Hristiyanlýk ve Yahudilik inanýþlarýna göre Nuh Peygamber'in mezarýnýn bulunduðu yer olarak kabul edilen kutsal bir ziyaret noktasýdýr. Bu türbe, ziyaretçiler için tarihi ve dini bir merkez olarak önemli bir turistik cazibe noktasýdýr. | Kýrmýzý Medrese: Þýrnak'ýn tarihî ve kültürel mirasýný yansýtan, Selçuklu dönemine ait önemli bir yapýlardan biridir. Kýrmýzý tuðlalarýyla dikkat çeken bu medrese, ziyaretçilere bölgenin geçmiþine dair bir yolculuk sunar ve turistik olarak önemli bir cazibe merkezidir.;Hekeheþandi, Kipe, Kutlýk, Meyre(Mehir), Serbýdev, Suryaz, Býrýnzer, Perde Pilavý, Þýmþýpe, Mahmýlatýk, Fýreydin.;Çarþýlar: Cizre Kapalý Çarþý | Alýþveriþ Merkezleri: Cizre Park AVM;Gençlik Ve Huzur Festivali: Þýrnak ilinde gençlerin bir araya gelerek çeþitli etkinliklerle eðlendiði ve birlikte zaman geçirdiði, gençlik ve huzurun ön plana çýkarýldýðý bir festivaldir.
Bartýn;Konumu: Karadeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Arýt Daðlarý, Orduyeri, Kýrtepe. | Ýklimi: Bartýn'da tipik deniz iklimi görülür. Yazlar serin, kýþlar ýlýk ve yaðýþlý geçer.;Önemli Tarihi Yapýlar: Amasra Kalesi,Cenova Þatosu, Amasra Kemere Köprüsü, Güzelcehisar Kalesi. | Müzeler: Bartýn Kent Müzesi, Amasra Müzesi,Kemal Samancýoðlu Etnografya Müzesi | Kültürel Miraslar: Direkli Kaya, Kuþ Kayasý Yol Anýtý, Amasra Antik Tiyatro, Amasra Feneri, Ebu Derda Türbesi, Amasra Edhem Aða Konaðý, Taþhan, Bartýn Fatih Camisi;Milli Parklar: Küre Daðlarý Milli Parký. | Adalar: Tavþan Adasý | Þelaleler: Göldere Þelalesi, Ulukaya Þelalesi | Gölleri: Bartýn göl, Sülek Çobanoðlu Baraj Gölü. | Daðlar: Arýt Daðlarý | Maðaralar: Gürcüoluk Maðarasý;Amasra: Tarihi ve doðal güzellikleriyle ünlü bir sahil kasabasý. | Güzelcehisar Lav Sütunlarý: Ünü dünyayý aþmýþ olan Güzelcehisar Lav Sütunlarý, Karadeniz’in deðil, Türkiye’nin en ünlü tabiat harikalarýndan biridir. | Ýnkumu Plajý: Kum plajlarý ve turkuaz deniziyle ünlü bir tatil beldesi. | Küre Daðlarý Milli Parký:Ýçerisinde Horma ve Valla Kanyonu ile Ýlgarini Maðarasý gibi popüler doða harikalarý da bulunuyor.;Pumpum Çorbasý, Pirinçli Mantý, Yumurtalý Ýsbut, Kýrk Katlý Börek, Etli Ayva, Tirit, Unlu Ýspit Dolmasý, Erik Yemeði, Döþemeli Mancar.;Çarþýlar: Çekiciler Çarþýsý ;Bartýn Bisiklet Festivali: Þehirdeki bisiklet tutkunlarýný bir araya getirerek eðlenceli etkinlikler ve bisiklet turlarý düzenleyen keyifli bir etkinliktir.
Ardahan;Konumu: Doðu Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Yalnýzçam Daðlarý, Kýsýr Daðý, Allahuekber Daðlarý. | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir,kýþlarý soðuk, yazlarý ýlýk, her mevsim yaðýþlý geçer.;"Önemli Tarihi Yapýlar: Savaþýr (Cancak) Kalesi, Þeytan Kalesi,Taþköprü Kitabeleri,Kalecik Kalesi. | Müzeler: Kongre Ve Kent Muzesi. | Kültürel Miraslar:  Kinzi Kalesi, Sevimli Kale, Posof Merkez Camii, Derviþ Bey Camii, Atatürk Silueti.
";"Yaylalar: Bülbülan Yaylasý, Yalnýzçam Yaylasý, Göle Okçuoðlu Yaylasý | Nehirler: Kura Nehri | Gölleri: Çýldýr Gölü,Aktaþ Gölü. | Daðlar: Akbaba, Allahuekber, Arþiyan, Ilgar, Kýsýr, Uðurludað, Yalnýzçam Daðlarý
";Çýldýr Gölü: Kýþýn buz tutan ve kayak yapýlan bir göl. | Atatürk Silueti: Damal ilçesinin Karadað yamaçlarýna yansýyan Atatürk Silueti her yýl 15 Haziran – 15 Temmuz tarihleri arasýnda 17:10 ve 18: 20 saatleri arasýnda görülebilir. | Bülbülan Yaylasý: Ardahan’ ýn Doðu Karadeniz Bölgesi sýnýrýnda bulunan Bülbülan yaylasý Ardahan, Artvin, Göle ve Þavþat arsýnda bulunan doðal güzellikleriyle ön plana çýkan bir yayladýr. | Yalnýzçam Kayak Merkezi: Kýþ sporlarý için popüler bir destinasyon.;Elma dolmasý, Bozbaþ, Evelik Aþý, Piþi, Yarpuzlu Köfte, Cinar Çorbasý, Hýngel, Kaz Etli Ýçli Pilav, Göle Kaþarý.;Alýþveriþe uygun çarþý ya da AVM bulunmamaktadýr;Göle Kültür ve Kaþar Festivali: Festival, bölgenin zengin kültürel mirasýný ve özellikle de Göle'nin ünlü kaþar peynirini tanýtmayý hedefler. Etkinlikler arasýnda kaþar peyniri yarýþmalarý, yöresel müzik ve dans gösterileri, el sanatlarý sergileri, yöresel yemeklerin tadýmý ve sportif etkinlikler gibi çeþitli aktiviteler yer alýr. | Uluslararasý Çýldýr Gölü Festivali ve Aþýk Anma Þenliði: Ardahan'ýn Çýldýr ilçesinde düzenlenen ve genellikle Temmuz ayýnda gerçekleþtirilen bir etkinlik olup, festival kapsamýnda Çýldýr Gölü'nün doðal güzellikleri keþfedilirken, yöresel kültür ve sanatýn yaný sýra aþýklarýn þiirleri de paylaþýlýr ve dinlenir.
Iðdýr;Konumu: Doðu Anadolu Bölgesi'nde yer alýr, Türkiye'nin en doðusunda bulunur. | Coðrafi Yapýlarý: Tuzluca Gölü, Durak Daðý, Pamuk Daðý | Ýklimi: Karasal iklim özellikleri gösterir, kýþlarý sert ve soðuk, yazlarý ise sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Ejder Kervansarayý, Selçuklu Harmandöven Kervansarayý, Gödekli Kümbeti, Nuh'un Gemisi Maketi. | Müzeler: Iðdýr Soykýrým Anýtý Ve Müzesi. | Kültürel Miraslar: Karakale Harabesi, Ahura Harabeleri. ;"Milli Parklar: Aðrý Daðý Millî Parký. | Gölleri: Üçkaya Gölü. | Daðlar: Aðrý Daðý, Pamuk Daðý | Maðaralar: Tarihi Bebek Maðarasý, Tuz Maðaralarý | Vadiler: Aras Vadisi
";Aðrý Daðý: Türkiye'nin en yüksek daðý ve tarihi Ararat Daðý'nýn bir parçasý. | Iðdýr Kervansarayý: Tarihi ve kültürel öneme sahip bir yapý. | Üçkaya Gölü: Kuþ gözlemi ve doða yürüyüþleri için popüler bir alan.;Ekþili Eriþte, Fetir, Kavut, Kaysafa, Lepeli, OmacAaþý, Omaç Helvasý, Patlýcan Reçeli, Sabahaþý, Sütlü Pilav.;Alýþveriþe uygun çarþý ya da AVM bulunmamaktadýr;
Yalova;Konumu: Marmara Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Kocadere Ovasý, Samanlý Daðlarý, Kazýmiye Ovasý. | Ýklimi: Marmara iklimi özellikleri gösterir, genellikle ýlýman geçer, kýþlarý ýlýman ve yaðýþlý, yazlarý sýcak ve nemlidir.;Önemli Tarihi Yapýlar: Yürüyen Köþk, Rüstem Paþa Cami,Taþköprü, Elmalýk Kalesi, Hersekzade Ahmet Paþa Cami, Hacý Ali Paþa Cami | Müzeler: Yalova Atatürk Köþkü Müzesi, Yürüyen Köþk Müzesi,Yalova Kent Müzesi, Ýbrahim Müteferrika Kaðýt Müzesi | Kültürel Miraslar: Termal turizm merkezleri, Sinema Binasý, Kurþunlu Hamamý, Kara Kilise .;Milli Parklar: Karaca Arboretumu | Þelaleler: Sudüþen Þelalesi, Çaldere Þelalesi | Yaylalar: Erikli Yaylasý, Delmece Yaylasý, Karlýk Yaylasý, Beþpýnarlar Yaylasý | Gölleri:  Dipsiz Göl | Daðlar: Samanlý Daðlarý,Taz Dað,Katýrlý Dað,Karlýk Dað;Termal Turizm Merkezleri: Termal sularý ve saðlýk turizmi açýsýndan popüler destinasyonlar. | Çýnarcýk Plajlarý: Yüzme ve deniz turizmi için tercih edilen sahil bölgeleri. | Karaca Arboretum Canlý Aðaç Müzesi: Karaca Arboretum (Aðaç Parký) Hayrettin Karaca tarafýndan 13,5 hektar arazi üzerinde kurulmuþtur. Bugün yaklaþýk 7 bin civarýnda deðiþik bitki türü, alttür, varyete ve kültür formunu barýndýrmaktadýr.;Yumurta Dolmasý, Yalova Sütlüsü, Yalova Köftesi, Böðür, Tavuklu Mantý, Milföylü Yalova Kebabý, Yaprak Pidesi, Termal Tatlýsý .;Alýþveriþ Merkezleri: Yalova Star AVM,VEGA AVM Yalova;Yalova Uluslararasý Kafkas Dans Ve Müzik Festivali: Kafkas kültürünü tanýtmayý ve Kafkasya'dan gelen danslarý ve müziði sergilemeyi amaçlayan bir etkinliktir. 
Karabük;Konumu: Karadeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Hodulca Daðý, Filyos Çayý, Soðanlý Çayý. | Ýklimi: Karasal iklim özellikleri gösterir, kýþlarý soðuk ve kar yaðýþlý, yazlarý ise sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Ýncekaya Su Kemeri, Ýzzet Mehmet Paþa Camii, Safranbolu Saat Kulesi, Safranbolu Kalesi, Ulu Camii (Aziz Stefan Kilisesi). | Müzeler: Kent Tarihi Müzesi Safranbolu, Lokum ve Safran Müzesi, Nostalji Gezi Evi. | Kültürel Miraslar: Safranbolu Evleri, Hadrianapolis Antik Kenti, Safranbolu Tarihi Çarþýsý, Yörük Köyü, Cinci Han ve Hamamý, Hýdýrlýk Tepesi.;Milli Parklar: Baklabostan Tabiat Parký, Karabük Kent Ormaný, Çitdere Tabiat Koruma Alaný, Çamlýk Tabiat Parký. | Kanyonlar: Tokatlý Kanyonu, Sýrçalý (Düzce) Kanyonu, Ýncekaya Kanyonu, Þeker Kanyonu | Gölleri: Safranbolu Dipsiz Göl, Eðriova Göleti | Maðaralar: Hýzar Maðarasý, Bulak (Mencilis) Maðarasý, Aðzýkara Maðarasý | Þelaleler: Baklabostan Þelalesi. ;Safranbolu: UNESCO Dünya Mirasý Listesi'nde yer alan tarihi bir þehir. | Yörük Köyü: Doðal güzellikleri ve tarihi dokusuyla ünlü bir köy.| Hýdýrlýk Tepesi:Safranbolu'nun kendine özgü atmosferini yansýtan çarþýlarý ve camileri de tepeden seyredebilirsiniz.;Gözleme, Safranbolu Bükmesi, Kuyu Kebabý, Kara Mancar, Perohi, Sini Çöreði, Uzun Fasulye, Cevizli Keþli Yayým, Çullu Börek, Safranbolu Baklavasý, Baðlar Gazoz;Çarþýlar: Safranbolu Eski Çarþý | Alýþveriþ Merkezleri: Kares AVM;Uluslararasý Altýn Safran Belgesel Film Festivali: Her yýl eylül ayýnda, Safranbolu Belediyesi tarafýndan düzenlenen, özellikle Türkiye'nin kültürel mirasýna sahip çýkmak amaçlý hazýrlanan belgesellere yönelik uluslararasý bir festivaldir.
Kilis;Konumu: Güneydoðu Anadolu Bölgesi'nde yer alýr, Suriye sýnýrýnda bulunur. | Coðrafi Yapýlarý: Kürt Daðý, Darmik Daðý, Kefiz Daðý. | Ýklimi: Akdeniz iklimi özellikleri gösterir, kýþlarý ýlýman ve yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Ulu Cami, Ravanda Kalesi, Kilis Mevlevihanesi, Çalýk Cami, Tekke Camii (Tekye Camii), Þeyh Muhammed Bedevi Türbesi  Müzeler: Kilis Müzesi, Alaeddin Yavaþça Müzesi. | Kültürel Miraslar: Kilis Evleri, Oylum Höyük, Ýbþir Paþa Kasteli, Ruhizade Konaðý, Neþet Efendi Konaðý, Tarihi Hükümet Konaðý, Eski Hamam, Salih Efendi Sokaðý;Milli Parklar: Karataþ Parký (Cumhuriyet Parký), Hisar Çamlýðý Tabiat Parký. | Gölleri:Konak Göleti, Kilis Sapkanlý Göleti. | Daðlar:Kürt Daðý, Darmik Daðý, Kefiz Daðý;"Kilis Kalesi: Þehrin simgesi olan tarihi bir kale. | Hisar Çamlýðý Tabiat Parký: Piknik alanlarý ve doðal güzellikleriyle ünlü bir park. | Kilis Saat Kulesi: Þehir merkezinde bulunan tarihi bir saat kulesi.
Ravanda Kalesi:Polateli Ýlçesi'ne baðlý Belenözü (Ravandan) Köyü sýnýrlarý içerisinde Tarihi Kale.";Kübbülmüþviyye, Gerebiç, Züngül, Semirsek, Kýrk Semseði, Cennet Çamuru, Þýhýl Mahþi, Oruk Kebabý, Bayram Kýzartmasý, Kilis Tava, Müceddere, Et Balýðý;Alýþveriþe uygun çarþý ya da AVM bulunmamaktadýr;
Osmaniye;Konumu: Akdeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Düldül, Ceyhan Nehri, Kesiksuyu Deresi. | Ýklimi: Akdeniz iklimi özellikleri gösterir, genellikle kýþlarý ýlýman ve yaðýþlý, yazlarý ise sýcak ve kurak geçer.;Önemli Tarihi Yapýlar:  Toprakkale Kalesi, Gafarlý Taþ Köprü, Aðcabey Cami, Harun Reþit Kalesi, Çem Kalesi, Aþýlý Kalesi, Çardak Kalesi, Savranda Kalesi, Hemite Kalesi. | Müzeler: Osmaniye Kent Müzesi, Karatepe Aslantaþ Açýk Hava Müzesi | Kültürel Miraslar: Kastabala Antik Kenti, Flaviopolis Antik Kenti, Ala Cami, Envar-ül Hamit Cami;Milli Parklar: Karatepe Aslantaþ Milli Parký, Kýrmýtlý Kuþ Cenneti, Çiftmazý Tabiat Parký. | Yaylalar: Zorkun Yaylasý, Maksutoðlu Yaylasý, Almanpýnarý Yaylasý, Dumanlý Yaylasý | Þelaleler: Þarlak Þelalesi, Sabun Çayý Þelalesi | Daðlar: Düldül Daðý;Karatepe Aslantaþ Milli Parký: Tarihi kalýntýlar ve doðal güzelliklerle ünlü bir milli park. | Harun Reþit Kalesi:  Düziçi ilçesinde yer alan tarihi bir kale. | Kýrmýtlý Kuþ Cenneti: Kastabala Vadisi’nde bulunan kuþ alanlarýndan biridir. Bölgede gözlemlenen önemli türlerden bazýlarý þunlardýr: Gece Balýkçýlý, Yalýçapkýný, Alaca Yalýçapkýný ve Ýzmir Yalý. Kýrmýtlý Kuþ Cenneti bugüne kadar tespit edilmiþ 250 kuþ türü bulunmaktadýr.;Kaburga Dolmasý, Söðürme, Etli Kömbe, Tirþik, Zorkun Tava, Ekþili Köfte, Bayram Kömbesi, Yer Fýstýklý Burma Kadayýf, Osmaniye Simidi, Nar Ekþisi Þerbeti, Çakýldaklý Çorba, Lahana Sarmasý, Kýzýlcýk Þurubu;Alýþveriþ Merkezleri: Park 328 AVM;
Düzce;Konumu: Karadeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Akçakoca Daðlarý, Bolu Daðlarý, Abant Daðlarý. | Ýklimi: Karadeniz iklimi özellikleri gösterir, genellikle kýþlarý ýlýman ve yaðýþlý, yazlarý ise serin ve nemli geçer.;Önemli Tarihi Yapýlar:Ceneviz Kalesi, Konuralp Müzesi, Hemþin Cami,  Ahmet Dede Türbesi, Evliya Cami, Orhangazi Cami,  Konuralp Türbesi, Mermer Köprü, Karaköy Þeyh Muslihiddin Türbesi. | Müzeler: Konuralp Müzesi, Ýl Eðitim Tarihi Müzesi. | Kültürel Miraslar: Antik Tiyatro, Antik Su Kemerleri,  Atlý Kapý;Milli Parklar: Güzeldere Þelalesi Tabiat Parký, Samandere Þelalesi Tabiat Parký, Sarýyayla Þelalesi Piknik ve Mesire Alaný | Çaylar: Melen Çayý | Gölleri: Efteni Gölü, Çamlýpýnar Göleti, Torkul  Göleti, Hasanlar Baraj Gölü. | Maðaralar: Fakýllý Maðarasý, Sarýkaya Maðarasý | Þelaleler: Aktaþ Þelalesi, Aydýnpýnar Þelalesi, Yoðunpelit Mengen Þelaleleri, Saklýkent Þelalesi, Harmankaya Þelalesi | Yaylalar: Odayeri Yaylasý, Yörükler Yaylasý, Derebalýk Yaylasý, Balýklý Yaylasý | Daðlar: Bolu Daðlarý,  Akçakoca Daðlarý, Elmacýk Daðlarý. ;"Samandere Þelalesi: Doðal güzelliðiyle ünlü bir þelale. | Konuralp Antik Kenti: Tarihi ve arkeolojik kalýntýlarýyla önemli bir antik kent. | Akçakoca Sahili: Karadeniz'in eþsiz kumsallarýndan biri.
Efteni Gölü; Elmacýk Daðý silsilesinin eteðinde Düzce Ovasý’nýn akarsu aðýnýn birleþtiði (Aksu, Asar, Uður, Küçük Melen sularýnýn ve yan dereler) ve Büyük Melen kanalýyla Karadeniz’e döküldüðü ekolojik bir aðýn düðüm noktasýndadýr.
Fakýllý Maðarasý:Doðal özellikler taþýyan maðaranýn içinde çeþitli yönlere giden galeriler, sarkýt ve dikitler vardýr. Özellikle beyaz oda olarak anýlan bölgeler damlataþ bakýmýndan zengindir. Maðaraya yaðýþlý dönemlerde düden giriþler ile önemli oranda su giriþi vardýr. Çok dönemli geliþimi karakterize eden þekil ve yapýlara sahip olan Fakýllý Maðarasý yarý aktif bir maðaradýr.";Akçakoca Mancarlý Pide, Akçakoca Melengüçceði Tatlýsý, Fýndýk Helvasý, Konuralp Pilavý, Kaldirik, Haluj, Þeker Kamýþý Pekmezi, Dað Çileði, Damat Þekerlemesi, Taze Abaza Peyniri, Ýsli Çerkez Peyniri, Abýsta, Göbete.;Alýþveriþ Merkezleri: Krempark AVM, Özdilek Düzce AVM;Akçakoca Turizm ve Kültür Festivali: Düzce'nin Akçakoca ilçesinde düzenlenen ve genellikle Eylül ayýnda gerçekleþtirilen bir etkinlik olup, bölgenin kültürel mirasýný ve doðal güzelliklerini tanýtmayý amaçlar, ayný zamanda fýndýk üreticilerini ve yöresel lezzetleri ön plana çýkarýr.
